질문번호	질문	RAG타입	프롬프트유형	프롬프트	답변	답변길이	응답시간(s)	근거포함(자동)
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	r3	basic	"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
"	"1줄 요약: DC 계좌에 보유 중인 ETF는 퇴직 시 IRP 계좌로 실물이전이 불가능합니다.

핵심 안내: 퇴직연금 계좌에서 보유한 ETF 등의 금융 상품은 동일한 종류의 상품으로 다른 연금 계좌로 실물이전할 수 없습니다. 대신, 상품을 매도하여 현금화한 뒤, 현금 상태로 IRP 계좌에 입금하여 운용할 수 있습니다.

세부 절차/조건/유의사항: ETF를 포함한 금융 상품을 매도할 경우, 손익에 대한 세금이 발생할 수 있습니다. 또한, 상품을 매도하고 현금화하는 과정에서 발생하는 수수료도 고려해야 합니다. 이후, 현금으로 변환된 자금을 IRP 계좌에 입금하여 새로운 상품에 재투자하는 방법을 고려해야 합니다.

(출처): 관련 사항은 근로자퇴직급여 보장법과 당행의 운용 내규에 따라 이루어질 수 있습니다. 구체적인 절차는 신한은행 퇴직연금 상담센터나 가까운 지점을 방문하시어 확인하시기 바랍니다.

후속 제안: 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요. 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다."	574	8.11	N
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	r3	cot	"
당신은 퇴직연금에 특화된 금융상담 전문가입니다.
아래의 고객 질문에 답할 때 반드시 **단계별(1단계→2단계→3단계)**로 생각 과정을 논리적으로 설명하며,
각 단계별로 공식 근거(법령, 제도, 약관 등)를 제시하세요.

[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?

(답변 예시)
1단계: 질문의 핵심 쟁점 확인  
2단계: 관련 법규/내규/약관 등 근거 자료 제시  
3단계: 위 근거를 바탕으로 결론 및 실무 안내
"	"1단계: 질문의 핵심 쟁점 확인  
고객님께서는 확정기여형 퇴직연금제도(DC) 계좌에 보유하고 있는 ETF를 퇴직 시 개인퇴직계좌(IRP)로 직접 실물이전할 수 있는지 여부를 문의하셨습니다.

2단계: 관련 법규/내규/약관 등 근거 자료 제시  
근로자퇴직급여 보장법과 관련된 규정 및 신한은행의 IRP 내규에 따르면, DC 계좌에서 보유하고 있는 금융 상품은 퇴직 시 원칙적으로 현금화하여 IRP로 이전됩니다. 직접 실물이전은 불가능하며, 금융 상품은 매각 후 그 금액이 IRP로 이동합니다. 따라서 ETF와 같은 금융 상품은 실물로 이전되지 않으며, 이를 현금화하여 IRP로 입금합니다. 

3단계: 위 근거를 바탕으로 결론 및 실무 안내  
결론적으로, DC에서 보유하고 있는 ETF를 퇴직 시 IRP로 실물이전하는 것은 불가능합니다. ETF는 퇴직 시 매각하여 현금화된 금액이 IRP로 이전되며, 고객님께서는 이후 필요에 따라 IRP에서 새로운 금융 상품에 재투자하실 수 있습니다. 매각 시 발생할 수 있는 세금 및 수수료에 대해서는 은행 상담사와 최종 확인하시기 바랍니다. (근로자퇴직급여보장법 §25, 신한은행 IRP 내규)

추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요. 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다."	699	9.46	Y
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	r3	cove	"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
"	"1. **[사실 검증 단계]**  
- 퇴직연금의 DC(확정기여)형에서 IRP(개인형퇴직연금)로 이전 시, 계좌 내 자산의 이전 방식은 특정 금융 상품의 특성에 따라 다를 수 있습니다.  
- DC 형식의 퇴직연금은 주로 회사의 기여금이 사전에 정의된 금액으로 적립되며, 근로자가 자신에게 적합한 투자 상품을 선택 가능합니다.  
- IRP는 퇴직금을 수령받은 자 등이 그 수령액을 적립하여 운용하는 것으로, 다양한 금융 상품에 투자할 수 있지만 모든 상품이 실물이전 가능하지는 않습니다.  

2. **[추론 단계]**  
- DC형 계좌에서 투자한 ETF가 실물적으로 IRP로 이전될 수 있는지 여부는 해당 ETF의 규정과 IRP의 허용 범위에 따라 달라집니다.  
- 일반적으로 대부분의 금융 기관은 퇴직연금을 다른 상품으로 이전 시, 특정 투자 상품은 현금으로 환가 후 새로 설정된 계좌에 재투자하는 방식을 취합니다.  
- 이는 특히 ETF와 같은 시장 변동에 민감한 금융 상품의 경우 더 자주 적용됩니다.  

3. **[최종 결론]**  
DC에 보유 중인 ETF는 IRP로 그대로 실물이전하기 어렵고, 일반적으로 현금화 후 IRP로 이전하여 다시 매수하는 절차를 거쳐야 합니다. (근로자퇴직급여 보장법, 퇴직연금 관련 내규에 근거함)  

추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요. 또는 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다."	767	9.55	Y
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	r3	cok	"
당신은 퇴직연금/연금/세무 분야의 여러 전문가들의 의견을 종합해 상담을 제공하는 역할입니다.
아래 고객 질문에 대해, **분야별 전문가 의견(예: 퇴직연금 전문가, 세무사, 투자자문가 등)**을 구분해 단계적으로 안내하고,
마지막에는 각 관점의 내용을 종합해 결론을 제시하세요.

(답변 예시)
- [퇴직연금 전문가 관점] ...
- [세무 전문가 관점] ...
- [투자자문가 관점] ...
- [최종 종합] 각 관점 내용을 바탕으로 결론 도출

[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
"	"* **1줄 요약:** DC형(확정기여형)에서 보유한 ETF는 퇴직 시 IRP(개인형퇴직연금계좌)로 실물이전할 수 없습니다.

* **핵심 안내:** 현재 DC형에서 보유하고 있는 ETF는 퇴직 이후 IRP로 직접 실물이전이 불가능합니다. 대신 현금화된 후 해당 금액을 IRP 계좌로 이전한 다음, 그 안에서 원하는 금융상품에 재투자하는 방식으로 운영해야 합니다.

* **세부 절차/조건/유의사항:**
  * **현금화 과정:** DC형 계좌 내 ETF는 먼저 매도되어 현금화됩니다. 이 과정에서 매도에 대한 세금이나 수수료가 발생할 수 있으며, 이는 구체적인 금액이 적용될 수 있으므로 향후 정확한 금액은 은행에 문의하셔야 합니다.
  * **IRP 계좌로 자금 이전:** 현금화된 금액은 IRP 계좌로 이전됩니다. 이후 해당 자금을 새로운 투자 상품으로 운용할 수 있습니다.
  * **재투자 고려사항:** IRP 내에서 ETF 등의 상품에 재투자할 경우, 해당 상품의 수익률과 위험도를 충분히 검토하시기 바랍니다.

* **(출처):** 근로자퇴직급여보장법에 따르면, DC 상품은 퇴직 시 현금화되어 이전됩니다. (근로자퇴직급여 보장법 §25)

* **후속 제안:** 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요."	721	10.8	N
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	full	basic	"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
"	"**1줄 요약:** DC 계좌의 ETF는 퇴직 시 IRP로 실물이전이 제한됩니다.

**핵심 안내:** DC(확정기여형) 연금 계좌에 보유 중인 ETF는 동일한 사업자의 IRP(개인형 퇴직연금)로 실물 이전이 가능합니다. 그러나, DC와 IRP의 연금 사업자가 동일해야 하며, 그렇지 않은 경우에는 실물이전이 불가능하고 매도 후 현금으로 이전해야 합니다.

**세부 절차/조건/유의사항:** 
- 실물이전이 가능한 조건은 DC와 IRP의 퇴직연금 사업자가 동일한 경우에 한정됩니다. 
- 만약 퇴직연금 사업자가 다르다면, 보유 중인 ETF는 매도한 뒤, 현금으로 이전한 후 새로 ETF를 매수해야 합니다.
- 이전 절차 중 발생할 수 있는 세금이나 수수료는 이전하는 절차에 따라 다를 수 있으며, 확인이 필요합니다.

**(출처):** (고용노동부 유권해석(‘23.5.3, 퇴직연금복지과-2019), 퇴직급여법 제20조제6항)

**후속 제안:** 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요. 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다."	593	7.85	N
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	full	cot	"
당신은 퇴직연금에 특화된 금융상담 전문가입니다.
아래의 고객 질문에 답할 때 반드시 **단계별(1단계→2단계→3단계)**로 생각 과정을 논리적으로 설명하며,
각 단계별로 공식 근거(법령, 제도, 약관 등)를 제시하세요.

[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?

(답변 예시)
1단계: 질문의 핵심 쟁점 확인  
2단계: 관련 법규/내규/약관 등 근거 자료 제시  
3단계: 위 근거를 바탕으로 결론 및 실무 안내
"	"**1줄 요약:** DC에 보유 중인 ETF는 퇴직 시 IRP로 실물이전할 수 있습니다.

**1단계: 질문의 핵심 쟁점 확인**  
고객은 DC(확정기여형) 계좌에 보유 중인 ETF를 퇴직하면서 IRP(개인형 퇴직연금)로 실물이전할 수 있는지를 문의하고 있습니다.

**2단계: 관련 법규/내규/약관 등 근거 자료 제시**  
근로자퇴직급여 보장법 및 신한은행의 퇴직연금 운용 가이드에 따르면, 퇴직 시 DC 계좌에서 운용하던 상품을 신한투자증권의 IRP로 이전 시 중도해지 없이 현물이전이 가능합니다. 이는 회사 및 근로자의 동의서류를 통해 절차를 진행할 수 있으며, 법인의 신청과 근로자의 동의하에 IRP 계좌가 간편하게 개설될 수 있도록 하고 있습니다. (신한은행 IRP 간편개설 서비스 안내)

**3단계: 위 근거를 바탕으로 결론 및 실무 안내**  
결론적으로, DC에 보유 중인 ETF는 퇴직 시 IRP로 실물이전할 수 있습니다. 이는 법인 신청서와 근로자 동의서를 통해 진행될 수 있으며, IRP 계좌가 이미 개설되어 있는 경우에도 동일하게 실물이전을 통해 퇴직금을 관리하고 운용할 수 있습니다. 추가로 궁금한 점이 있으시거나 절차에 대해 더 자세한 안내가 필요하시다면, 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다. (근로자퇴직급여보장법, 신한은행 IRP 운용 가이드)"	705	9.16	Y
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	full	cove	"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
"	"1. [사실 검증 단계]
   - 퇴직연금의 실물이전은 기존에 운용 중인 상품을 매도하지 않고 다른 계좌로 이전하는 제도입니다. 단, 모든 상품이 실물이전 대상은 아니며, 실물이전 대상이 아닌 상품들은 매도되어 현금으로 이전됩니다. (고용노동부 유권해석(‘23.5.3, 퇴직연금복지과-2019))
   - DC 가입자가 퇴직 시 IRP로 실물이전을 할 수 있지만, 이는 현재 DC와 IRP 퇴직연금사업자가 동일한 경우에만 가능합니다. (퇴직급여법 제20조 제6항)
   - ETF와 같은 금융상품이 실물로 이전 가능한지는 각 금융사의 내규와 상품 조건에 따라 다를 수 있습니다.

2. [추론 단계]
   - 고객이 보유 중인 ETF의 실물이전 가능 여부는 해당 금융사의 상품조건과 동일한 퇴직연금사업자 여부에 달려 있습니다.
   - 즉, 원하는 형태로 실물이전을 하려면 DC와 IRP 계좌의 사업자가 동일해야 하고, 해당 금융사의 ETF가 실물이전 상품에 포함되어 있어야 합니다.

3. [최종 결론]
   - DC에 보유 중인 ETF는 동일한 퇴직연금사업자가 관리하고 실물이전이 가능한 상품에 한해 퇴직 시 IRP로 실물이전할 수 있습니다. 추가로, 구체적인 사항은 해당 금융사의 조건에 따라 다를 수 있으니 상담을 통해 확인하는 것이 좋습니다."	644	7.73	Y
2	DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?	full	cok	"
당신은 퇴직연금/연금/세무 분야의 여러 전문가들의 의견을 종합해 상담을 제공하는 역할입니다.
아래 고객 질문에 대해, **분야별 전문가 의견(예: 퇴직연금 전문가, 세무사, 투자자문가 등)**을 구분해 단계적으로 안내하고,
마지막에는 각 관점의 내용을 종합해 결론을 제시하세요.

(답변 예시)
- [퇴직연금 전문가 관점] ...
- [세무 전문가 관점] ...
- [투자자문가 관점] ...
- [최종 종합] 각 관점 내용을 바탕으로 결론 도출

[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
"	"- **1줄 요약:** DC 계좌에 보유 중인 ETF는 동일한 퇴직연금사업자일 경우에만 IRP로 실물이전이 가능합니다.

- **핵심 안내:** DC(확정기여형) 계좌에 보유한 ETF를 IRP(개인형 퇴직연금) 계좌로 실물 그대로 이전하려면, 퇴직연금사업자가 동일해야 합니다. 그렇지 않은 경우, ETF를 매도하여 현금으로 이체해야 합니다.

- **세부 절차/조건/유의사항:** 
  1. 실물이전은 같은 사업자 내에서 DC와 IRP 간에만 가능합니다. "	608	24.23	N
3	DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?	r0	basic	"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?
"	"1줄 요약: DC형(확정기여형) 퇴직연금의 실물이전을 위해서는 먼저 해당 자산을 IRP(개인형퇴직연금)로 이전한 뒤 실물이전을 진행할 수 있습니다. 

핵심 안내: DC형 퇴직연금에서 직접 실물이전이 불가능한 경우, 먼저 DC형 계좌에 있는 자산을 개인형퇴직연금(IRP) 계좌로 이전한 후, IRP 계좌에서 실물이전을 시도할 수 있습니다. 이 과정은 퇴직연금 상품의 종류에 따라 다를 수 있으므로 주의가 필요합니다. 

세부 절차/조건/유의사항: 
1. **DC형에서 IRP로 이전:** 먼저 DC형 계좌에 있는 자산을 IRP로 이동할 수 있습니다. 
2. **IRP에서 실물이전:** IRP 계좌로 이전된 자산에 대해서는 실물이전이 가능한지 확인한 후 진행합니다. 실물이전이 불가능한 경우 대안으로 인해 현금화해야 할 수도 있습니다.
3. **세금 및 수수료:** 이전 과정에서 특정 상품의 실물 이전 시 세금이나 수수료가 발생할 수 있으며, 이 부분은 상담을 통해 구체적으로 확인하는 것이 필요합니다. (소득세법 §29, 신한은행 IRP 내규 3-4항)

(출처): 위 절차는 주로 IRP와 DC형에 관련된 법규와 신한은행의 내규에 따릅니다.

후속 제안: 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요."	712	9.46	N
3	DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?	r0	cot	"
당신은 퇴직연금에 특화된 금융상담 전문가입니다.
아래의 고객 질문에 답할 때 반드시 **단계별(1단계→2단계→3단계)**로 생각 과정을 논리적으로 설명하며,
각 단계별로 공식 근거(법령, 제도, 약관 등)를 제시하세요.

[질문] DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?

(답변 예시)
1단계: 질문의 핵심 쟁점 확인  
2단계: 관련 법규/내규/약관 등 근거 자료 제시  
3단계: 위 근거를 바탕으로 결론 및 실무 안내
"	"1단계: 질문의 핵심 쟁점 확인  
고객님의 질문은 DC형(확정기여형) 퇴직연금에서 개인형 퇴직연금(IRP)을 통한 실물 이전 가능성에 대한 것입니다. DC형에서는 기본적으로 자산이 퇴직하거나 DC형 계획 종료 시에만 일시금으로 지급되며, 이를 IRP를 통해 관리하여 실물 자산으로 전환하거나 이전할 수 있는지에 대한 이해가 필요합니다.

2단계: 관련 법규/내규/약관 등 근거 자료 제시  
- 근로자퇴직급여보장법에 따르면, 근로자가 퇴직 시 퇴직급여를 일시금으로 수령한 후 이를 IRP 계좌에 입금할 수 있으며, IRP 설정 후 다양한 금융상품 투자(예: 펀드)를 선택할 수 있습니다 (근로자퇴직급여보장법 §25).
- IRP 계좌는 퇴직 후 수령한 일시금이나 퇴직 전이라도 DC형 계좌의 일부 금액을 IRP로 이전하여 다양한 자산 관리 방법을 제공하지만, 실물 자산 형태로의 직접 이전은 제한적입니다.

3단계: 위 근거를 바탕으로 결론 및 실무 안내  
DC형 퇴직연금 자산을 IRP 계좌로 이전할 수 있으나, 실물 자산(예: 금, 부동산) 형태의 직접 이전은 불가합니다. 대신, IRP 계좌를 통해 제공되는 다양한 금융상품(예: 펀드, ETF)에 투자하여 간접적으로 자산을 관리할 수 있습니다. 실물 자산에 투자하고자 할 경우, 퇴직 후 일시금을 수령하여 이를 통해 별도의 실물 자산을 구매하는 방식을 고려해볼 수 있습니다. 이런 과정에서 발생할 수 있는 세금, 수수료 등은 반드시 사전에 확인하시기 바랍니다.  

(출처: 근로자퇴직급여보장법 §25, 신한은행 IRP 내규)  

추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요. 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다."	897	11.23	Y
3	DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?	r0	cove	"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?
"	"죄송하지만, 현재 제공된 자료와 규정으로는 DC형 퇴직연금 계좌를 IRP를 통해 특정한 방식으로 ""우회적으로 실물이전"" 하는 정확한 방법에 대한 정보가 없습니다. 다만, 일반적인 퇴직연금의 실물이전과 관련된 절차는 다음과 같습니다.

1. **[사실 검증 단계]**
   - DC형 퇴직연금(확정기여형)은 가입자가 직접 적립금의 운용 방법을 선택하며, IRP(개인퇴직계좌)는 근로자가 퇴직금을 개인적으로 운용할 수 있도록 하는 계좌입니다. 
   - 일반적으로 DC형 계좌의 이전은 같은 유형의 계좌간 직접 이전이 가능합니다. 
   - 실물이전은 보통 퇴직금을 직접 수령하여 다른 계좌에 입금하여 굴리는 것을 의미합니다. (근로자퇴직급여보장법 §25)

2. **[추론 단계]**
   - DC형 가입자는 이를 IRP 계좌로 전환하여 실물이전을 할 수 있지만, 이는 단순 전환 절차로 보아야 하며, '우회적 실물이전'이라는 특별한 방법은 필요하지 않습니다.
   - 퇴직연금의 디폴트 옵션이나 투자 옵션 변경을 통해 자산 운용 방식을 바꿀 수는 있으나, 계좌 간의 자산의 물리적 이동을 의미하는 '실물이전'과는 직접적인 관련이 없습니다.

3. **[최종 결론]**
   - DC형 개별 퇴직연금 자금은 IRP 계좌를 통해 운용 가능하나, 특별한 '우회적 실물이전' 방법은 존재하지 않습니다. 일반적인 절차를 통해 계좌자산을 운용하거나 이전할 수 있습니다.

추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요. 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다."	824	11.93	Y
3	DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?	r0	cok	"
당신은 퇴직연금/연금/세무 분야의 여러 전문가들의 의견을 종합해 상담을 제공하는 역할입니다.
아래 고객 질문에 대해, **분야별 전문가 의견(예: 퇴직연금 전문가, 세무사, 투자자문가 등)**을 구분해 단계적으로 안내하고,
마지막에는 각 관점의 내용을 종합해 결론을 제시하세요.

(답변 예시)
- [퇴직연금 전문가 관점] ...
- [세무 전문가 관점] ...
- [투자자문가 관점] ...
- [최종 종합] 각 관점 내용을 바탕으로 결론 도출

[질문] DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?
"	"1줄 요약: DC형 퇴직연금에서 IRP 계좌를 통해 실물이전하는 것은 직접적인 이전이 불가능하므로, 해지 후 재가입 등의 대안을 고려해야 합니다.

핵심 안내: DC형(확정기여형) 퇴직연금은 직접적으로 다른 연금계좌로 실물이전이 허용되지 않으며, 특히 IRP(개인형퇴직연금)로의 이전도 직접적인 방식으로는 불가능합니다.

세부 절차/조건/유의사항: 
1. **해지 및 재가입 방법**: 
   * DC형 퇴직연금 자산을 현금화하여 인출한 후, IRP 계좌에 새로 입금하여 운용을 시작할 수 있습니다. 이 과정에서 세무적 영향(소득세 부과 등)이 발생할 수 있으므로 주의가 필요합니다. 
   * 퇴직연금의 해지 시, 누진세가 부과될 수 있으므로 반드시 세무 전문가와 상담 후 진행하시길 권장합니다.
   
2. **세무 영향**: 
   * 해지 금액에 대해 소득세가 부과될 수 있으며, 이후 IRP에 입금하면서 초과하는 금액에 대한 과세 여부도 확인해야 합니다.

3. **관련 규정 및 주의사항**: 
   * 현금화에 따른 세금 및 기타 수수료가 발생할 수 있습니다. 이는 경우에 따라 다를 수 있으므로 사전에 확인해야 합니다.
   * 이러한 변경 과정은 퇴직연금 시장과 관련된 법규 및 금융 제품의 특성에 따라 규제받을 수 있습니다(근로자퇴직급여보장법 §25).

(출처): (신한은행 IRP 내규 3-4항), (근로자퇴직급여보장법 §25)

후속 제안: 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요."	826	10.49	N
3	DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?	r1	basic	"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] DC형 가입자가 IRP를 거쳐 우회적으로 실물이전을 하는 방법은 무엇인가요?
"	"DC형 퇴직연금 계좌를 가진 가입자가 IRP를 거쳐 실물이전을 이용하고자 할 때는 해당 절차가 주어진 조건 하에 가능합니다.

* **1줄 요약:** DC형 퇴직연금 가입자가 동일한 퇴직연금사업자 내에서 IRP로 실물이전을 할 수 있습니다.

* **핵심 안내:** 가입자가 퇴직할 때 DC 계좌 내에서 운용 중이던 자산을 매도하지 않고 IRP 계좌로 옮기는 것이 실물이전입니다. 이는 운용사의 일치 조건이 만족될 경우에만 가능합니다 (근로자퇴직급여보장법 제20조제6항).

* **세부 절차/조건/유의사항:**
  1. **조건 만족:** 현재 퇴직연금사업자(예: 신한은행)에서 동일한 퇴직연금 연금관리 서비스를 이용 중이어야 합니다.
  2. **계좌 개설:** 실물이전을 위해 IRP 계좌를 미리 개설해 두어야 합니다. 신한투자증권의 경우, 동의서류를 통한 간편 IRP 계좌 개설이 가능합니다.
  3. **자산 이전:** 퇴직 시 DC형 계좌 자산을 매도하지 않고 IRP로 이전할 수 있으며, 이는 DB↔DB, DC↔DC, IRP↔IRP 등의 동일 유형 간 이전에 적용됩니다.

* **(출처):** 근로자퇴직급여보장법 §20 제6항, (고용노동부 유권해석 ‘23.5.3, 퇴직연금복지과-2019), 퇴직연금 DC 운용가이드.

* **후속 제안:** 더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요."	767	12.03	N
