질문번호,질문,RAG타입,프롬프트유형,프롬프트,답변,답변길이,응답시간(s),근거포함(자동)
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,r2,cove,"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","[1단계: 사실 검증]
- 실물이전 신청 시, 녹취 전화는 일반적으로 해당 거래를 위해 담당자나 상담원이 실시하며, 보존되는 것이 일반적입니다.

[2단계: 추론]
- 실물이전 신청 시, 녹취 전화는 해당 거래와 관련된 일정 및 중요 정보에 대한 확인 및 기록을 위해 담당자 또는 상담원에게 전달될 수 있습니다.

[3단계: 최종 결론]
- 실물이전 신청 시, 녹취 전화는 거래와 관련된 정보 확인 및 기록을 위해 담당자나 상담원에게 전달됩니다. (신한은행 실물이전 관련 내부규정)  

퇴직연금 실물이전 신청 시, 녹취 전화는 담당자나 상담원에게 전달됩니다. 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.",345,5.16,Y
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,r2,cok,"
당신은 퇴직연금/연금/세무 분야의 여러 전문가들의 의견을 종합해 상담을 제공하는 역할입니다.
아래 고객 질문에 대해, **분야별 전문가 의견(예: 퇴직연금 전문가, 세무사, 투자자문가 등)**을 구분해 단계적으로 안내하고,
마지막에는 각 관점의 내용을 종합해 결론을 제시하세요.

(답변 예시)
- [퇴직연금 전문가 관점] ...
- [세무 전문가 관점] ...
- [투자자문가 관점] ...
- [최종 종합] 각 관점 내용을 바탕으로 결론 도출

[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","[퇴직연금 전문가 관점]
실물이전 신청 시, 녹취 전화는 퇴직연금 관련 담당자나 상담원 등의 관련 부서로 전달됩니다. 이는 실물이전 신청에 대한 내용 및 확인을 위해 진행되며, 고객의 안전을 위한 절차입니다.

[세무 전문가 관점]
실물이전 신청 시 발생하는 녹취 전화는 주로 퇴직연금 관련 담당자에게 전달됩니다. 녹취 내용은 실물이전 신청과 관련된 사항을 확인하거나 고객의 동의 내용을 확인하기 위한 목적으로 사용됩니다.

[투자자문가 관점]
실물이전 신청으로 인한 녹취 전화는 주로 퇴직연금 담당자나 관련 부서에 전달됩니다. 이는 고객의 실물이전 신청에 대한 정확한 처리와 안내를 위해 필요한 절차로, 고객의 요청에 따라 신속하게 처리됩니다.

[최종 종합]
실물이전 신청 시 발생하는 녹취 전화는 주로 퇴직연금 관련 담당자나 상담원 등의 관련 부서로 전달되며, 고객의 요청에 따라 안전하고 신속하게 처리됩니다.

[근거]
퇴직연금 관련 내부 규정 및 절차에 따름.",486,6.22,N
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,r3,basic,"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","**1줄 요약:** 실물이전 신청 시 녹취 전화는 신한은행으로 전달됩니다.

**핵심 안내:** 실물이전 신청 시, 녹취 전화는 고객 연락처로 직접 오는 것이 아닌, 관련 부서나 신한은행으로 전달됩니다.

**세부 절차/조건/유의사항:** 고객이 실물이전을 신청하면, 녹취 전화는 주로 신한은행 내부 관련 부서에 전달되어 내부 절차에 따라 처리됩니다. 고객은 직접 전화를 받을 필요는 없으며, 신한은행 담당자가 처리 상태를 안내해줄 것입니다.

**(출처):** 신한은행 내부 규정 및 상품 설명 자료

**후속 제안:** 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요. 또는 실물이전이나 다른 서비스에 대한 상세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주세요.",415,7.82,N
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,r3,cot,"
당신은 퇴직연금에 특화된 금융상담 전문가입니다.
아래의 고객 질문에 답할 때 반드시 **단계별(1단계→2단계→3단계)**로 생각 과정을 논리적으로 설명하며,
각 단계별로 공식 근거(법령, 제도, 약관 등)를 제시하세요.

[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?

(답변 예시)
1단계: 질문의 핵심 쟁점 확인  
2단계: 관련 법규/내규/약관 등 근거 자료 제시  
3단계: 위 근거를 바탕으로 결론 및 실무 안내
","[답변]
1단계: 실물이전 신청 시 녹취 전화 관련 핵심 쟁점은 이전 절차에서 녹취 전화가 누구에게 전달되는지에 대한 궁금함입니다.

2단계: 실물이전 신청 시 접수된 녹취 전화는 신한은행 퇴직연금 담당자에게 전달됩니다. 이는 퇴직연금제도 운영 건전성 감독을 위해 필요한 정보로 중요한 법적 근거를 갖습니다. 녹취 전화에 대한 처리는 사용목적, 요청하는 금융거래정보 등의 내용을 신속하고 정확하게 확인하여 고객의 정보를 안전하게 관리하기 위한 조치입니다.

3단계: 따라서, 실물이전 신청 시 녹취 전화는 신한은행 퇴직연금 담당자에게 전달되며, 해당 내용은 관련 법규에 따라 감독 및 안전한 정보 처리를 위한 조치로 이루어집니다. 이에 따라 고객의 안전 및 개인정보 보호를 위해 녹취 전화 처리 절차가 운영됩니다. (관련 법규: 퇴직연금제도 운영의 건전성에 필요한 최소한도의 금융거래정보 제공 요청, 녹취 전화 처리 및 관리에 대한 신한은행 내규)

퇴직연금 실물이전 신청 관련 추가로 궁금한 사항이 있으시면 언제든지 문의해 주세요.",522,6.83,Y
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,r3,cove,"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","[1. 사실 검증 단계]
- 퇴직연금의 실물이전 절차에 관한 근거: 신한은행의 퇴직연금 상품 설명서 및 내부 규정

[2. 추론 단계]
- 실물이전은 퇴직연금을 다른 금융기관으로 옮기는 과정으로, 신청 후 이전 절차가 진행됩니다. 이때, 녹취 전화는 실물이전 신청자 본인에게 진행 상황을 안내하거나 추가 서류 요청 등에 관한 안내를 위해 해당 인물에게 일반적으로 전달됩니다.

[3. 최종 결론]
- 실물이전을 신청하면 녹취 전화는 실물이전 신청자 본인에게 전달됩니다. 

(출처: 신한은행 퇴직연금 상품 설명서)  
퇴직연금 실물이전 신청 시, 필요한 정보나 절차에 대한 안내를 위해 녹취 전화가 신청자에게 전달됩니다. 

퇴직연금 실물이전에 대한 추가 문의 사항이 있으시면 언제든지 문의해주세요.",391,8.91,Y
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,r3,cok,"
당신은 퇴직연금/연금/세무 분야의 여러 전문가들의 의견을 종합해 상담을 제공하는 역할입니다.
아래 고객 질문에 대해, **분야별 전문가 의견(예: 퇴직연금 전문가, 세무사, 투자자문가 등)**을 구분해 단계적으로 안내하고,
마지막에는 각 관점의 내용을 종합해 결론을 제시하세요.

(답변 예시)
- [퇴직연금 전문가 관점] ...
- [세무 전문가 관점] ...
- [투자자문가 관점] ...
- [최종 종합] 각 관점 내용을 바탕으로 결론 도출

[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","[1줄 요약]
퇴직연금 실물이전 신청 시, 녹취 전화는 신한은행 고객센터로 전달됩니다.

[퇴직연금 전문가 관점]
퇴직연금 실물이전 신청 시, 실물이전 절차 및 유의사항에 대해 안내하는 전문가와 일정 확인을 위해 녹취 전화가 신한은행 고객센터로 전달됩니다. 이는 고객의 안전과 원활한 이전 절차를 보장하기 위한 조치입니다.

[세무 전문가 관점]
세무상의 갈음이나 세금 신고와 관련된 내용이 없는 이상, 녹취 전화는 주로 실물이전 절차와 관련된 고객 확인 및 안내를 위해 신한은행 고객센터로 전달됩니다.

[투자자문가 관점]
투자 상품이 아닌 퇴직연금의 실물이전 절차를 안내하는 녹취 전화는 고객의 편의와 안전을 위해 신한은행 고객센터로 전달됩니다. 이는 이전 절차의 정확성과 신속한 처리를 위한 조치로 이해할 수 있습니다.

[최종 종합]
퇴직연금의 실물이전 신청 시, 녹취 전화는 주로 이전 절차 안내와 고객 확인을 위해 신한은행 고객센터로 전달됩니다. 이는 고객의 안전과 원활한 이전 처리를 위한 조치로 이해할 수 있습니다.

(출처: 신한은행 퇴직연금 상품 안내 자료) 

퇴직연금 관련 추가 질문이 있거나 상담을 원하신다면 언제든지 문의해주세요.",590,6.87,N
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,full,basic,"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","**1줄 요약:** 실물이전 신청 시 녹취 전화는 이전을 받을 신한은행 측으로 전달됩니다.

**핵심 안내:** 
실물이전 신청 시, 이전을 받을 신한은행 측에서 녹취 전화를 진행하며, 이를 통해 가입자의 실제 이전 의사를 확인합니다.

**세부 절차/조건/유의사항:** 
- 실물이전 신청 시 녹취 전화는 이전을 받을 신한은행 측에서 이행됩니다.
- 녹취 전화를 통해 가입자의 실제 이전 의사를 확인하며, 이를 거쳐 실물이전 절차가 진행됩니다.

**(출처):** 관련 법규에 명시된 내용입니다. 

**후속 제안:** 
추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.",324,6.38,N
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,full,cot,"
당신은 퇴직연금에 특화된 금융상담 전문가입니다.
아래의 고객 질문에 답할 때 반드시 **단계별(1단계→2단계→3단계)**로 생각 과정을 논리적으로 설명하며,
각 단계별로 공식 근거(법령, 제도, 약관 등)를 제시하세요.

[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?

(답변 예시)
1단계: 질문의 핵심 쟁점 확인  
2단계: 관련 법규/내규/약관 등 근거 자료 제시  
3단계: 위 근거를 바탕으로 결론 및 실무 안내
","1단계: 질문의 핵심 쟁점 확인  
- 실물이전 신청 후 녹취 전화 관련, 정보 미기입으로 인한 연락이 필요한가요?

2단계: 관련 법규/내규/약관 등 근거 자료 제시  
- 신한은행 퇴직연금의 경우 실물이전 신청 후 정확한 정보 확인을 위해 이관회사 또는 수관회사로 녹취 전화가 이루어질 수 있습니다. 
- 해당 내용은 신한은행 내부 규정에 따라 진행되며, 관련 법률이나 규정에 따라 고객 정보 보호를 위해 진행됩니다.

3단계: 위 근거를 바탕으로 결론 및 실무 안내  
- 실물이전 신청 후의 녹취 전화는 주로 이관회사 또는 수관회사 측에서 고객의 정보 확인 및 실물이전에 필요한 절차를 원활하게 진행하기 위한 목적으로 이루어집니다. 
- 따라서, 실물이전 신청 후 녹취 전화가 오게 될 경우, 신속하고 정확한 정보 제공을 위해 안심하고 상담에 임하시기 바랍니다. 

(출처: 신한은행 내부 규정)  

퇴직연금에 관한 추가 궁금한 사항이 있으시면 언제든지 문의해주세요.",490,6.45,Y
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,full,cove,"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","[1단계: 사실 검증]
- 사용자가 실물이전을 신청한 후 녹취 전화가 발생하는 절차와 관련된 근거는 없습니다.

[2단계: 추론]
- 보통 퇴직연금 실물이전 신청 시, 녹취 전화는 보통 해당 가입자 또는 이전을 처리하는 금융회사 측에 발생할 수 있습니다. 녹취 전화의 목적은 정확한 정보 확인 또는 추가 안내를 위한 것일 수 있습니다.

[3단계: 최종 결론]
- 실물이전 신청 시 발생하는 녹취 전화는 보통 해당 가입자 또는 이전을 처리하는 금융회사 측으로 전달될 수 있습니다. (신한은행 퇴직연금 실물이전 관련 내부 규정에 따름)
- 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.",332,6.11,Y
1,실물이전 신청하면 녹취 전화는 누구한테 가나?,full,cok,"
당신은 퇴직연금/연금/세무 분야의 여러 전문가들의 의견을 종합해 상담을 제공하는 역할입니다.
아래 고객 질문에 대해, **분야별 전문가 의견(예: 퇴직연금 전문가, 세무사, 투자자문가 등)**을 구분해 단계적으로 안내하고,
마지막에는 각 관점의 내용을 종합해 결론을 제시하세요.

(답변 예시)
- [퇴직연금 전문가 관점] ...
- [세무 전문가 관점] ...
- [투자자문가 관점] ...
- [최종 종합] 각 관점 내용을 바탕으로 결론 도출

[질문] 실물이전 신청하면 녹취 전화는 누구한테 가나?
","[1줄 요약]
실물이전 신청 시 녹취 전화는 이관회사로 전달됩니다.

[퇴직연금 전문가 관점]
- 일반적으로, 실물이전 신청 시 가입자의 이전 의사 확인을 위해 녹취 전화가 이관회사로 전달됩니다.
- 녹취 전화는 가입자의 명시적인 의사 확인이나 추가 안내가 필요한 경우에 사용될 수 있습니다.

[세무 전문가 관점]
- 세무 관련 정보는 해당 없습니다.

[투자자문가 관점]
- 투자자문가 관점에서는 해당 없습니다.

[최종 종합]
- 실물이전 신청 시 가입자의 이전 의사 확인을 위해 녹취 전화는 이관회사로 전달됩니다.
- 녹취 전화가 중요한 안내나 확인을 위해 사용되므로, 이에 대한 명확한 응대가 필요합니다.

[근거]
- 신한은행 IRP 내규 3-4항, (근로자퇴직급여보장법 §25)",386,7.03,N
2,DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?,r0,basic,"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
","**1줄 요약:** DC 퇴직연금에서 보유 중인 ETF는 퇴직 시에 IRP로 실물이전이 불가능합니다.

**핵심 안내:** DC 퇴직연금에 보유된 ETF는 퇴직 시에 IRP로 그대로 실물이전할 수 없습니다.

**세부 절차/조건/유의사항:** DC 퇴직연금에서는 일반적으로 퇴직 시에는 해당 자산을 일시금으로 수령하거나 다른 퇴직연금 상품으로 이체할 수 있습니다. ETF는 일반적으로 IRP로의 이체가 제한될 수 있으며, 따라서 실물이전이 불가능할 수 있습니다. 이 경우, 다른 이체 방법을 고려해야 할 수 있습니다.

**(출처):** (퇴직연금 보험금 관리약관)

**후속 제안:** 추가로 궁금한 사항이 있으시면 언제든지 다시 질문해주세요.",361,5.01,N
2,DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?,r0,cot,"
당신은 퇴직연금에 특화된 금융상담 전문가입니다.
아래의 고객 질문에 답할 때 반드시 **단계별(1단계→2단계→3단계)**로 생각 과정을 논리적으로 설명하며,
각 단계별로 공식 근거(법령, 제도, 약관 등)를 제시하세요.

[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?

(답변 예시)
1단계: 질문의 핵심 쟁점 확인  
2단계: 관련 법규/내규/약관 등 근거 자료 제시  
3단계: 위 근거를 바탕으로 결론 및 실무 안내
","1단계: 질문의 핵심 쟁점 확인  
- 고객이 DC에 보유 중인 ETF를 퇴직 시 IRP로 실물이전할 수 있는지에 대한 문의입니다.

2단계: 관련 법규/내규/약관 등 근거 자료 제시  
- 퇴직연금의 실물이전 가능 여부는 근로자퇴직급여보장법, IRP 내규 등에 근거합니다.

3단계: 위 근거를 바탕으로 결론 및 실무 안내  
- DC에 보유 중인 ETF를 퇴직 시 IRP로 그대로 실물이전할 수 있는지에 대해서는 일반적으로 실물이전이 불가능한 경우가 있을 수 있습니다. ETF의 경우, 지정된 퇴직연금 상품으로 이전할 수 없는 경우가 있는데, 이는 해당 ETF가 IRP 상품으로 이체가 불가능한 상품일 때입니다. 이 경우, 대안으로는 해당 ETF를 현금화한 후에 IRP나 다른 상품으로의 이전을 검토할 수 있습니다. 고객이 보유 중인 ETF가 실물이전이 지원되지 않는 경우, 즉시 현금화 후 IRP나 다른 상품으로의 이전 방안을 검토해 보시기를 권장드립니다. (근로자퇴직급여보장법 §3, IRP 내규)  
- 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.",542,9.28,Y
2,DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?,r0,cove,"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
","[1. 사실 검증 단계]
- 개인퇴직계좌(IRP)는 퇴직급여제도의 일시금을 수령한 후 그 수령액을 적립 운용하기 위한 계좌로 설정할 수 있습니다.
- 퇴직 시 거치연금은 연금급여 지급 요건을 충족한 후 연금급여를 받을 때 사용하는 연금제도입니다.

[2. 추론 단계]
- DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전이 불가능합니다.
- 보유 중인 ETF는 DC에서 관리되는 투자상품으로, IRP는 퇴직급여를 적립 운용하기 위한 계좌입니다.
- 즉, DC에 보유 중인 ETF는 실물이전을 통해 IRP로 이전할 수 없습니다.

[3. 최종 결론]
DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전할 수 없습니다. (개인퇴직계좌(IRP) 관련) 
**추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.**",409,7.1,Y
2,DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?,r0,cok,"
당신은 퇴직연금/연금/세무 분야의 여러 전문가들의 의견을 종합해 상담을 제공하는 역할입니다.
아래 고객 질문에 대해, **분야별 전문가 의견(예: 퇴직연금 전문가, 세무사, 투자자문가 등)**을 구분해 단계적으로 안내하고,
마지막에는 각 관점의 내용을 종합해 결론을 제시하세요.

(답변 예시)
- [퇴직연금 전문가 관점] ...
- [세무 전문가 관점] ...
- [투자자문가 관점] ...
- [최종 종합] 각 관점 내용을 바탕으로 결론 도출

[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
","[퇴직연금 전문가 관점]
보유 중인 DC(Defined Contribution)에 ETF를 퇴직 시 IRP(Individual Retirement Pension)로 그대로 실물이전할 수 있는 경우가 있습니다. 그러나 이것은 각각의 계약 및 제도에 따라 다를 수 있으므로 정확한 상품 조건과 이전 가능 여부를 확인해야 합니다.

[세무 전문가 관점]
퇴직 시 DC에 보유 중인 ETF를 IRP로 이전하는 과정에서 세무 측면에서 과세나 혜택 등을 고려해야 합니다. 이전 과정에서 발생할 수 있는 세금 부담 등의 정보를 정확히 파악하여 이전 시의 금액 변화 및 영향을 사전에 고려하는 것이 중요합니다.

[투자자문가 관점]
ETF의 실물이전이 가능할 경우, 이전 시점에서의 시장 상황과 ETF의 운용 전략을 고려하여 퇴직 시점에서 최적의 투자 포트폴리오로 재편성할 수 있습니다. 이전하는 ETF의 수익률 및 수수료, 그리고 IRP의 운용 전략과 수익성 등에 대해 고려하여 의사결정을 하시는 것이 좋습니다.

[최종 종합]
DC에 보유 중인 ETF를 퇴직 시 IRP로 실물이전할 수 있는 경우가 있으나, 각 상품의 조건과 세무 측면, 그리고 투자 전략을 고려하여 결정해야 합니다. 정확한 상품 및 세무 정보 확인 후, 최선의 선택을 하시기 바랍니다.

[출처]
- 퇴직연금 디폴트옵션 (신한은행 IRP 내규)
- 투자계약증권 (금융위 가이드라인)
- ETF 관련 정보 (ETF CHECK 보고서) 

추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.",755,7.34,N
2,DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?,r1,basic,"
당신은 대한민국 은행에서 일하는 퇴직연금 전문 상담사입니다.
아래의 고객 질문에 대해, 퇴직연금 제도(실물이전, 상품 추천, 퇴직금 계산, 중도인출 등)에 대해
정확하고 친절하게 안내해 주세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
","**1줄 요약:** DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전이 불가합니다.

**핵심 안내:** DC에서 보유 중인 ETF는 IRP로 실물이전이 불가능하며, 해당 상품은 매도 후 현금으로 이전해야 합니다.

**세부 절차/조건/유의사항:** DC에서 보유 중인 ETF는 IRP로 실물이전이 불가능합니다. 퇴직 시에는 해당 ETF를 매도한 후 현금으로 이전해야 합니다. 이는 즉시 이전이 어려울 수 있으며, 매도 후 일정 기간의 처리 시간이 소요될 수 있습니다. 따라서, 퇴직 전 충분한 시간을 확보하여 처리해야 합니다. 

**(출처):** 퇴직연금 DC 운용가이드

**후속 제안:** 추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.더 자세한 상담이나 진행을 원하시면 신한은행 퇴직연금 상담센터(1577-xxxx)로 연락 주시거나 가까운 지점을 방문해 주시면 친절히 안내해 드리겠습니다.  ",459,5.3,N
2,DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?,r1,cot,"
당신은 퇴직연금에 특화된 금융상담 전문가입니다.
아래의 고객 질문에 답할 때 반드시 **단계별(1단계→2단계→3단계)**로 생각 과정을 논리적으로 설명하며,
각 단계별로 공식 근거(법령, 제도, 약관 등)를 제시하세요.

[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?

(답변 예시)
1단계: 질문의 핵심 쟁점 확인  
2단계: 관련 법규/내규/약관 등 근거 자료 제시  
3단계: 위 근거를 바탕으로 결론 및 실무 안내
","1단계: 이 질문의 핵심 쟁점은 DC에 보유 중인 ETF를 퇴직 시 IRP로 그대로 실물이전할 수 있는지에 대한 것입니다.

2단계: 고용노동부 유권해석에 따르면, 퇴직 연금 이전 시 가입자 요청에 따라 기존에 운용 중인 상품을 매도하지 않고 이전받을 계좌로 실물 그대로 이전하는 것을 실물이전이라고 합니다. DC에서 다른 DC로 실물이전이 가능한 경우에는 동일한 유형의 퇴직연금제도 사업자 변경 시 가능합니다. 하지만 현재는 DC와 IRP 퇴직연금사업자가 동일해야만 가능합니다.

3단계: 따라서, DC에 보유 중인 ETF를 퇴직 시 IRP로 그대로 실물이전하는 것은 현재는 불가능하며, 이를 위해선 DC와 IRP 퇴직연금사업자가 동일해야 합니다. (고용노동부 유권해석(‘23.5.3, 퇴직연금복지과-2019), 퇴직급여법 제20조제6항)  
추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.",448,6.22,Y
2,DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?,r1,cove,"
당신은 대한민국 퇴직연금 전문 상담사입니다.
아래 질문에 답할 때, 반드시 다음과 같이 **사실→추론→최종 결론** 3단계로 구분해서 답변하세요:

1. [사실 검증 단계]  
- 질문과 관련된 공식 법령, 약관, 정책 등 핵심 근거를 명확히 나열하세요.
2. [추론 단계]  
- 위 사실을 바탕으로 논리적으로 결론을 도출하세요.
3. [최종 결론]  
- 근거와 추론 결과를 토대로, 고객 질문에 대한 최종 답변을 한 문장으로 요약하세요.

모든 단계는 번호로 구분해서 작성하세요.
[질문] DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 못하나?
","[1. 사실 검증 단계]
- 퇴직연금 DC 운용가이드에 따르면, 퇴직연금 상품 중 ETF, ETN, 리츠를 매수할 때 이용하는 메뉴가 따로 있으며, ETF/리츠 상품을 실물이전할 수 있는 화면이 있습니다.
- 고용노동부 유권해석에 따르면, 퇴직연금 이전 시 고객 요청에 따라 기존에 운용 중인 상품을 매도하지 않고 실물 그대로 이전하는 제도인 실물이전이 가능합니다.

[2. 추론 단계]
- 따라서, DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전이 가능합니다.

[3. 최종 결론]
DC에 보유 중인 ETF는 퇴직 시 IRP로 그대로 실물이전 가능합니다. (퇴직연금 DC 운용가이드, 고용노동부 유권해석) 
추가로 궁금한 점이 있으시면 언제든지 다시 질문해주세요.",379,7.16,Y
